anime_id,name,genre,type,episodes,rating,members,combined_features
3593,Utawarerumono OVA,"Action, Comedy, Fantasy",OVA,3,7.29,13738,"utawarerumono ova action, comedy, fantasy ova"
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Comedy, School, Shounen, Slice of Life",TV,12,7.29,257925,"watashi ga motenai no wa dou kangaetemo omaera ga warui! comedy, school, shounen, slice of life tv"
3692,Yes! Precure 5 GoGo!,"Action, Fantasy, Magic, School, Shoujo",TV,48,7.29,3619,"yes! precure 5 gogo! action, fantasy, magic, school, shoujo tv"
550,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,7.29,89243,"yu☆gi☆oh! action, comedy, fantasy, game, shounen tv"
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,"Kids, School, Shoujo",Special,1,7.29,5984,"yume-iro pâtissière: mune kyun tropical island! kids, school, shoujo special"
19759,Ansatsu Kyoushitsu,"Action, Comedy, Shounen",Special,1,7.28,35230,"ansatsu kyoushitsu action, comedy, shounen special"
1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,68626,"black blood brothers action, comedy, fantasy, shounen, supernatural, vampire tv"
30711,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,"Action, Mecha, Military",Movie,1,7.28,23592,"code geass: boukoku no akito final - itoshiki monotachi e action, mecha, military movie"
974,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717,"dead leaves adventure, comedy, psychological, sci-fi movie"
24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",TV,12,7.28,61228,"denki-gai no honya-san comedy, seinen, slice of life tv"
2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330,"dr. slump: arale-chan comedy, sci-fi, shounen, slice of life tv"
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",TV,10,7.28,100392,"fate/kaleid liner prisma☆illya action, comedy, fantasy, magic tv"
19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",OVA,1,7.28,8892,"genshiken nidaime ova comedy, parody, slice of life ova"
1140,Giniro no Kami no Agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,45084,"giniro no kami no agito adventure, drama, fantasy, romance, sci-fi movie"
6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",Movie,1,7.28,2814,"hoshi wo katta hi kids, sci-fi movie"
20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,65402,"inari, konkon, koi iroha. comedy, romance, school, seinen, supernatural tv"
34178,Inazuma Eleven: Outer Code,Sports,ONA,Unknown,7.28,1072,inazuma eleven: outer code sports ona
2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",TV,45,7.28,4157,"lady georgie drama, historical, romance, shoujo tv"
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,7.28,156627,"love hina comedy, ecchi, harem, romance, shounen, slice of life tv"
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Shounen",Special,1,7.28,3183,"lupin iii: tenshi no tactics - yume no kakera wa koroshi no kaori action, adventure, comedy, shounen special"
24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,7.28,114612,"madan no ou to vanadis adventure, ecchi, fantasy, harem, romance tv"
2834,Miracle☆Girls,"Drama, Magic, Shoujo",TV,51,7.28,2033,"miracle☆girls drama, magic, shoujo tv"
4134,Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy,Special,1,7.28,34056,naruto shippuuden: shippuu! &quot;konoha gakuen&quot; den comedy special
3111,Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports",OVA,1,7.28,1843,"nasu: suitcase no wataridori drama, seinen, sports ova"
14293,Nerawareta Gakuen,"Romance, School, Sci-Fi",Movie,1,7.28,44787,"nerawareta gakuen romance, school, sci-fi movie"
613,Onmyou Taisenki,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.28,3945,"onmyou taisenki adventure, fantasy, shounen, supernatural tv"
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life",Special,1,7.28,22414,"papa no iukoto wo kikinasai!: pokkapoka comedy, romance, slice of life special"
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.28,3046,"precure all stars movie dx2: kibou no hikari☆rainbow jewel wo mamore! action, fantasy, magic, shoujo movie"
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992,"saint seiya: soul of gold action, adventure, fantasy, sci-fi, shounen ona"
23987,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",Movie,1,7.28,7034,"sarusuberi: miss hokusai drama, historical, supernatural movie"
1108,Senkaiden Houshin Engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",TV,26,7.28,10449,"senkaiden houshin engi adventure, fantasy, historical, magic, shounen, supernatural tv"
1080,Sentou Yousei Yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957,"sentou yousei yukikaze action, drama, military, psychological, sci-fi, space ova"
1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",OVA,1,7.28,26234,"shakugan no shana sp: koi to onsen no kougai gakushuu! comedy, ecchi, fantasy, romance, slice of life ova"
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448,"suzumiya haruhi no yuuutsu (2009) comedy, mystery, parody, romance, school, sci-fi, slice of life tv"
2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332,"tetsuwan atom action, adventure, drama, mecha, sci-fi, shounen tv"
12695,Tight-rope,"Romance, Shounen Ai",OVA,2,7.28,18866,"tight-rope romance, shounen ai ova"
5397,Usavich III,Comedy,TV,13,7.28,3038,usavich iii comedy tv
6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",Special,1,7.28,18651,"yu☆gi☆oh!: chou yuugou! toki wo koeta kizuna adventure, game, shounen special"
5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,7014,"aria the origination picture drama fantasy, sci-fi, shounen, slice of life special"
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280,"boogiepop wa warawanai: boogiepop phantom dementia, drama, horror, mystery, psychological, supernatural tv"
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763,"cosmic baton girl comet-san adventure, comedy, drama, magic, sci-fi tv"
1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970,"cyber city oedo 808 action, adventure, police, sci-fi ova"
34349,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",OVA,2,7.25,1885,"diamond no ace: second season ova comedy, school, shounen, sports ova"
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,1342,"doraemon movie 08: nobita to ryuu no kishi adventure, comedy, fantasy, kids, shounen movie"
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,408,"doraemon movie 36: shin nobita no nippon tanjou adventure, comedy, fantasy, kids, shounen movie"
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,7.27,11981,"fullmetal alchemist: the sacred star of milos specials comedy, fantasy, magic ona"
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,7.27,2640,"gaiking: legend of daiku-maryu action, mecha, sci-fi tv"
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335,"gantz action, drama, horror, psychological, sci-fi, supernatural tv"
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,7.27,5118,"ghost sweeper gs mikami comedy, supernatural tv"
2416,Grander Musashi RV,"Adventure, Sports",TV,39,7.27,987,"grander musashi rv adventure, sports tv"
650,Gunsmith Cats,"Action, Comedy, Police, Seinen",OVA,3,7.27,15176,"gunsmith cats action, comedy, police, seinen ova"
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,14622,"haiyore! nyaruko-san: yasashii teki no shitome-kata comedy, parody, sci-fi ova"
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,32828,"kamisama kazoku comedy, drama, fantasy, romance tv"
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,41960,"kanon drama, romance, slice of life, supernatural tv"
1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",TV,25,7.27,5646,"kaze no youjinbou action, drama, mystery, shounen tv"
1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265,"kenran butou sai: the mars daybreak adventure, comedy, mecha, military, romance, sci-fi, shounen tv"
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",TV,25,7.27,4420,"kikou souseiki mospeada action, mecha, military tv"
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,35243,"kimi ni todoke 2nd season: kataomoi romance, shoujo special"
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093,"koutetsu jeeg action, demons, mecha, sci-fi, shounen tv"
17819,Kyoto Animation: Suiei-hen,Sports,Special,1,7.27,8347,kyoto animation: suiei-hen sports special
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859,"kyougoku natsuhiko: kousetsu hyaku monogatari fantasy, historical, horror, mystery, psychological, supernatural tv"
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",Special,1,7.27,2338,"lupin iii: sweet lost night - mahou no lamp wa akumu no yokan adventure, comedy, shounen special"
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772,"mobile suit zeta gundam: a new translation ii - lovers drama, mecha, military, romance, sci-fi, space movie"
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037,"moonlight mile 1st season: lift off adventure, drama, sci-fi, space tv"
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.27,30378,"naruto: honoo no chuunin shiken! naruto vs. konohamaru!! action, adventure, martial arts, shounen, super power movie"
31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",Special,1,7.27,12779,"persona 5 the animation: the day breakers action, fantasy, seinen, supernatural special"
27539,Pikmin Short Movies,"Fantasy, Kids",Movie,3,7.27,406,"pikmin short movies fantasy, kids movie"
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188,"red baron action, mecha, sci-fi, shounen tv"
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,1199,"sf saiyuuki starzinger adventure, mecha, sci-fi, shounen, space tv"
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9,7.27,24799,"sora wo miageru shoujo no hitomi ni utsuru sekai action, fantasy, magic, romance, super power tv"
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",Special,1,7.27,2444,"taiho shichau zo: nagisa no koutsuu yuudou action, comedy, police, seinen special"
1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,10233,"tenchi muyou! in love 2: haruka naru omoi drama, romance, sci-fi, shounen movie"
4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,Music,8,7.27,22213,tengen toppa gurren lagann: parallel works music music
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616,"terra formars: bugs 2-hen action, horror, sci-fi, space ova"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",OVA,1,7.27,46837,"tonari no kaibutsu-kun: tonari no gokudou-kun comedy, historical, romance, shoujo ova"
17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen",Movie,1,7.27,3077,"toriko movie: bishokushin no special menu action, adventure, fantasy, shounen movie"
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,1848,"urusei yatsura: the shougaibutsu suieitaikai action, comedy, romance, school, sci-fi special"
3738,Usavich II,"Adventure, Comedy",TV,13,7.27,3382,"usavich ii adventure, comedy tv"
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",Movie,1,7.26,1028,"aikatsu! music award: minna de shou wo moracchaimashow! music, shoujo movie"
2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",TV,52,7.26,12014,"alps no shoujo heidi drama, historical, slice of life tv"
10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,10,7.26,43615,"ao no exorcist: ura ex action, fantasy, shounen, supernatural special"
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",TV,52,7.26,2631,"arabian nights: sindbad no bouken (tv) adventure, fantasy, magic, romance tv"
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,6,7.27,3817,"baka to test to shoukanjuu: matsuri - sentakushi ikou nomi comedy, school special"
9645,Be-Bop Highschool,"Comedy, School, Seinen",OVA,7,7.26,1180,"be-bop highschool comedy, school, seinen ova"
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,7.26,13346,"binan koukou chikyuu bouei-bu love! love! comedy, magic, school, slice of life tv"
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.26,1479,"crayon shin-chan movie 04: henderland no daibouken comedy, ecchi, kids, school, shounen, slice of life movie"
4586,Daisuki! BuBu ChaCha,Kids,TV,26,7.26,800,daisuki! bubu chacha kids tv
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,1,7.26,1181,doraemon movie 14: nobita to buriki no labyrinth fantasy movie
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",Special,1,7.26,10516,"druaga no tou: the aegis of uruk - jil no bouken adventure, fantasy special"
6361,ef: A Tale of Memories. - Prologue,"Drama, Music",Special,1,7.26,21002,"ef: a tale of memories. - prologue drama, music special"
13183,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,2,7.26,10824,"fate/zero remix action, fantasy, supernatural special"
380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,7.26,14863,"fushigi yuugi ova adventure, comedy, fantasy, historical, romance, shoujo ova"
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,Special,2,7.25,943,fushigi yuugi special: nakago shikkari shinasai! comedy special
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,7.26,67916,"gravitation comedy, music, romance, shoujo, shounen ai tv"
1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648,"gunnm drama, mecha, sci-fi, shounen ova"
3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,7.26,64975,"h2o: footprints in the sand harem, romance, school tv"
9958,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",Movie,1,7.26,22973,"hayate no gotoku! heaven is a place on earth comedy, harem, parody movie"
23153,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,7.26,6001,"hayate no gotoku! ova comedy, harem, parody, romance, shounen ova"
3946,Jarinko Chie,"Comedy, Drama, Slice of Life",Movie,1,7.26,1406,"jarinko chie comedy, drama, slice of life movie"
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,7.26,25814,"kenkou zenrakei suieibu umishou comedy, ecchi, school, shounen, sports tv"
5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,2,7.26,24379,"kiniro no corda: secondo passo harem, music, school, shoujo special"
31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,25,7.26,15519,"kyoukai no rinne (tv) 2nd season comedy, romance, school, shounen, supernatural tv"
631,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,7945,"mahoromatic summer special comedy, ecchi, romance, sci-fi special"
629,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,7.26,4460,"mahoutsukai tai! ova comedy, fantasy, magic, romance, sci-fi ova"
14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,1,7.26,7787,"mouretsu pirates: abyss of hyperspace sci-fi, space movie"
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",TV,51,7.26,29989,"naruto sd: rock lee no seishun full-power ninden action, comedy, parody tv"
19511,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.26,13014,"naruto shippuuden: sunny side battle action, comedy, martial arts, shounen, super power special"
4191,Popolocrois Monogatari,"Adventure, Fantasy",TV,25,7.26,1260,"popolocrois monogatari adventure, fantasy tv"
15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,64,7.26,9208,"puchimas!: petit idolm@ster comedy, slice of life ona"
2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,4006,"rockman.exe beast action, adventure, game, mecha, sci-fi, shounen tv"
3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,7.26,801,seimei no kagaku: micro patrol adventure tv
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,1,7.26,13238,takanashi rikka kai: chuunibyou demo koi ga shitai! movie lite comedy special
33004,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",Special,35,7.26,10434,"tanaka-kun wa kyou mo kedaruge comedy, school special"
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743,"tetsuwan atom (1980) action, adventure, mecha, sci-fi, shounen tv"
2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100,"toushou daimos adventure, drama, mecha, romance, sci-fi, shounen tv"
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,42377,"vampire hunter d action, horror, sci-fi, supernatural, vampire movie"
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944,"ai yori aoshi: enishi comedy, drama, harem, romance, slice of life tv"
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,1,7.25,59965,"boku wa tomodachi ga sukunai: relay shousetsu wa ketsumatsu ga hanpanai comedy, romance, school, seinen ova"
9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,24821,"cardfight!! vanguard action, adventure, demons, game, shounen tv"
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,9,7.25,22926,"code geass: hangyaku no lelouch r2 picture drama comedy, ecchi, slice of life special"
1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,74929,"digimon frontier action, adventure, comedy, drama, fantasy, shounen tv"
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.25,1075,"doraemon movie 02: nobita no uchuu kaitakushi adventure, comedy, fantasy, kids, shounen movie"
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327,"doraemon movie 19: nobita no nankai daibouken adventure, comedy, fantasy, kids, sci-fi, shounen movie"
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",TV,26,7.25,1238,"dororo to hyakkimaru action, adventure, supernatural tv"
4246,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,32514,"eureka seven: pocket ga niji de ippai adventure, mecha, romance, sci-fi movie"
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,7.25,5384,"futari wa precure: splash☆star action, comedy, fantasy, magic, shoujo tv"
12419,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",Special,1,7.25,21388,"guilty crown kiseki: reassortment action, sci-fi, super power special"
13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,156044,"hagure yuusha no aesthetica action, ecchi, fantasy, super power tv"
11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,7.25,154595,"haiyore! nyaruko-san comedy, parody, sci-fi tv"
2264,Jungle Taitei Movie (1997),"Adventure, Fantasy",Movie,1,7.25,1771,"jungle taitei movie (1997) adventure, fantasy movie"
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.25,2655,"kaitou joker 2nd season adventure, comedy, mystery, shounen tv"
16033,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320,"karneval fantasy, sci-fi, shoujo ova"
2048,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12,7.25,3303,"kikou ryohei mellowlink action, mecha, military, sci-fi ova"
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,7.25,17584,"kyousou giga (2012) action, fantasy, supernatural ona"
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27,7.25,16288,"lodoss-tou senki: eiyuu kishi den action, adventure, drama, fantasy, magic, romance tv"
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1,7.25,3456,"lupin iii: moeyo zantetsuken! action, adventure, comedy, shounen special"
30014,Momokuri,"Comedy, Romance, Slice of Life",ONA,26,7.25,26147,"momokuri comedy, romance, slice of life ona"
13409,Moyashimon Returns,"Comedy, School, Supernatural",TV,11,7.25,16251,"moyashimon returns comedy, school, supernatural tv"
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,1270,"muteki koujin daitarn 3 mecha, sci-fi tv"
1732,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,1,7.25,12554,"negima!? natsu special!? comedy, ecchi, fantasy, romance ova"
459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.25,46455,"one piece movie 1 action, adventure, comedy, fantasy, shounen, super power movie"
5440,Ougon Yuusha Goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,7.25,910,"ougon yuusha goldran action, adventure, fantasy, mecha, sci-fi, shounen tv"
1493,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26,7.25,3368,"project arms: the 2nd chapter action, fantasy, martial arts, school, super power tv"
1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,24,7.25,23931,"pumpkin scissors action, comedy, drama, military tv"
23043,Re Boot,"Drama, Music, School, Slice of Life",Music,1,7.25,1544,"re boot drama, music, school, slice of life music"
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,52,7.25,3921,"robin hood no daibouken adventure, historical, romance tv"
2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7.25,4161,"rockman.exe stream action, adventure, game, mecha, school, sci-fi, shounen tv"
3868,Rose of Versailles Movie,"Drama, Historical, Romance, Shoujo",Movie,1,7.25,1824,"rose of versailles movie drama, historical, romance, shoujo movie"
22359,Sanzoku no Musume Ronja,Adventure,TV,26,7.25,15236,sanzoku no musume ronja adventure tv
12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2,7.25,13494,"shakugan no shana iii (final) specials comedy, parody special"
3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",Special,1,7.25,19488,"shakugan no shana movie special adventure, comedy, fantasy, parody special"
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",TV,26,7.25,2692,"shin hakkenden action, adventure, martial arts, sci-fi tv"
19211,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",Special,2,7.24,25383,"suisei no gargantia specials action, mecha, sci-fi special"
8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,Special,4,7.25,5067,tales of symphonia the animation: tethe&#039;alla-hen specials comedy special
1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,7.25,17943,"tenchi muyou! gxp action, comedy, harem, mecha, police, sci-fi, shounen, space tv"
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,1,7.25,18991,"tengen toppa gurren lagann: kirameki★yoko box - pieces of sweet stars ecchi, music music"
53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,7.24,66597,"ai yori aoshi comedy, drama, harem, romance, slice of life tv"
7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,1,7.24,130665,"black★rock shooter (ova) action, drama, school, slice of life ova"
3460,Bosco Daibouken,"Adventure, Fantasy, Kids",TV,26,7.24,699,"bosco daibouken adventure, fantasy, kids tv"
31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",Special,1,7.24,3310,"code geass: boukoku no akito 3 - kagayaku mono ten yori otsu picture drama comedy, military special"
1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",TV,26,7.24,1315,"dae jang geum: jang geum&#039;s dream adventure, comedy, historical tv"
12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,1,7.24,14079,"dantalian no shoka: ibarahime action, historical, mystery ova"
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,59207,"dragon ball z movie 05: tobikkiri no saikyou tai saikyou adventure, comedy, fantasy, sci-fi, shounen movie"
